CE,CP,EPS1,FS1,FS2,PS1,PS2,PS3,PS4,PS5,PS6,SE,TS1,TS2,TS3,TS4,VS1,cooler_eff,valve_perc,pump_leak,accu_prs,stable
39.60135,1.8627499999999997,2538.929166666707,6.709815000000007,10.304591666666655,160.67349166666625,109.46691350000005,1.9914753333333262,0.0,9.842169500000013,9.72809749999997,59.15718333333337,35.62198333333334,40.97876666666664,38.471016666666664,31.745250000000006,0.5769500000000001,3,100,0,130,1
25.786433333333324,1.2555500000000002,2531.498900000043,6.715314999999993,10.403098333333327,160.60332000000074,109.3548903333334,1.9762343333333219,0.0,9.635142166666707,9.529487833333397,59.33561666666665,36.676966666666665,41.53276666666667,38.97896666666667,34.49386666666666,0.5658500000000001,3,100,0,130,1
22.21823333333334,1.113216666666666,2519.9280000000276,6.718521666666663,10.366249999999996,160.34771999999944,109.15884466666672,1.9722239999999964,0.0,9.5305478333333,9.427948833333366,59.543150000000004,37.88080000000001,42.44245000000001,39.63194999999999,35.64615,0.5765333333333332,3,100,0,130,1
20.45981666666667,1.0621500000000001,2511.541633333386,6.720564999999993,10.302678333333336,160.1880883333334,109.06480716666653,1.9465754999999827,0.0,9.438826666666722,9.337429500000049,59.79489999999999,38.879049999999985,43.40398333333333,40.403383333333345,36.579466666666654,0.5692666666666667,3,100,0,130,1
19.787016666666677,1.0704666666666671,2503.4495000000343,6.690308333333334,10.23775,160.0004716666663,108.93143433333374,1.9227069999999837,0.0,9.358761999999949,9.260636166666663,59.455266666666674,39.80391666666669,44.332750000000004,41.310550000000006,37.427899999999994,0.5773666666666666,3,100,0,130,1
19.149683333333336,1.0720833333333333,2501.007066666737,6.699023333333328,10.178720000000004,159.9202100000004,108.88768166666719,1.91328449999999,0.0,9.301159666666644,9.206877000000002,59.56333333333331,40.65944999999999,45.17061666666665,42.12411666666665,38.21206666666665,0.5726833333333334,3,100,0,130,1
18.666383333333332,1.0816833333333336,2494.4169000000775,6.6985733333333295,10.140809999999998,159.67267499999937,108.67646550000013,1.8880996666666647,0.0,9.233941833333331,9.14332016666673,59.789899999999975,41.46363333333333,45.94723333333334,42.88811666666665,38.93209999999999,0.5730333333333333,3,100,0,130,1
18.178433333333334,1.0786999999999998,2489.421533333364,6.678026666666669,10.095978333333333,159.61445166666644,108.6517446666669,1.8748941666666623,0.0,9.194159166666767,9.105058166666646,59.59061666666667,42.215266666666665,46.66523333333335,43.51988333333331,39.55896666666667,0.5720000000000002,3,100,0,130,1
18.334866666666663,1.1150833333333332,2484.4190666666937,6.6716516666666665,10.039710000000001,159.47574499999968,108.52973849999994,1.8581203333333367,0.0,9.144616166666712,9.057066833333351,59.608883333333324,42.89198333333331,47.339433333333325,44.201249999999966,40.08053333333334,0.5670666666666666,3,100,0,130,1
18.205733333333335,1.1291333333333335,2480.434866666682,6.659990000000001,9.99776166666668,159.43799666666678,108.51088516666725,1.8410633333333353,0.0,9.104831499999985,9.019264666666755,59.47373333333334,43.532833333333336,47.98141666666667,44.79713333333333,40.612549999999985,0.5716833333333334,3,100,0,130,1
